gRNA	HL60.initial
AIPL1_p6338329	371
AIPL1_p6338403	777
AIP_m67250694	520
AIP_m67250706	496
AIP_m67254480	258
AIP_m67254487	1105
AIP_p67250633	397
AIP_p67250641	283
AIP_p67250674	607
AIP_p67250685	430
AIP_p67250698	328
AIP_p67254471	528
AIRE_m45705889	499
AIRE_m45705915	782
AIRE_m45705933	807
AIRE_m45705953	428
AIRE_m45705965	1064
AIRE_m45705970	291
AIRE_p45705893	512
AIRE_p45705902	38
AIRE_p45705924	1641
AIRE_p45705978	806
AJUBA_m23443317	679
AJUBA_m23444242	579
AJUBA_p23444032	427
AJUBA_p23444066	113
AJUBA_p23444172	273
AJUBA_p23444189	867
AJUBA_p23444211	604
AJUBA_p23444249	574
AJUBA_p23444260	900
AJUBA_p23444268	1818
AK1_m130635029	487
AK1_m130635058	255
AK1_m130635080	883
AK1_m130635113	608
AK1_m130635118	930
AK1_m130635125	392
AK1_m130636891	1159
AK1_p130635084	344
AK1_p130635104	201
AK1_p130635302	393
AKAP11_m42866543	312
AKAP11_m42866626	0
AKAP11_m42871213	233
AKAP11_p42866552	1149
AKAP11_p42866576	1015
AKAP11_p42866591	490
AKAP11_p42866615	385
AKAP11_p42869820	631
AKAP11_p42869856	284
AKAP11_p42871182	60
AKAP13_m86182637	389
AKAP13_m86182668	541
AKAP13_m86189139	432
AKAP13_m86189152	529
AKAP13_p86182639	139
AKAP13_p86182658	422
AKAP13_p86189043	80
AKAP13_p86189050	193
AKAP13_p86189055	1229
AKAP13_p86189142	722
AKAP6_m32902700	631
AKAP6_m32902730	646
AKAP6_m32902746	123
AKAP6_m32902753	1
AKAP6_m32902774	39
AKAP6_m32902781	95
AKAP6_p32902734	884
AKAP6_p32902755	272
AKAP6_p32902785	585
AKAP6_p32902791	1437
AKAP8L_m15514822	380
AKAP8L_m15514833	920
AKAP8L_m15521332	550
AKAP8L_m15521363	526
AKAP8L_m15521395	422
AKAP8L_m15529723	344
AKAP8L_p15521319	679
AKAP8L_p15521334	954
AKAP8L_p15521375	395
AKAP8L_p15529713	544
AKAP8_m15484827	781
AKAP8_m15485415	306
AKAP8_m15485420	819
AKAP8_m15487788	683
AKAP8_m15490525	842
AKAP8_m15490534	833
AKAP8_p15484817	599
AKAP8_p15485402	614
AKAP8_p15487775	460
AKAP8_p15490514	335
AKIP1_m8932997	369
AKIP1_m8933040	655
AKIP1_m8933093	445
AKIP1_p8932989	800
AKIP1_p8933008	36
AKIP1_p8933042	496
AKIP1_p8933075	585
AKIP1_p8933082	436
AKIP1_p8933100	505
AKIP1_p8933113	471
AKIRIN1_m39457082	166
AKIRIN1_m39457182	776
AKIRIN1_m39457187	223
AKIRIN1_m39457213	433
AKIRIN1_m39457245	318
AKIRIN1_m39457261	96
AKIRIN1_p39457041	777
AKIRIN1_p39457072	314
AKIRIN1_p39457249	320
AKIRIN1_p39463866	514
AKIRIN2_m88411242	565
AKIRIN2_m88411311	906
AKIRIN2_m88411347	637
AKIRIN2_p88411231	464
AKIRIN2_p88411249	714
AKIRIN2_p88411262	506
AKIRIN2_p88411295	1744
AKIRIN2_p88411316	521
AKIRIN2_p88411338	662
AKIRIN2_p88411381	477
AKNA_m117143492	1304
AKNA_m117143569	685
AKNA_m117143575	593
AKNA_m117143585	125
AKNA_p117143411	449
AKNA_p117143426	313
AKNA_p117143433	87
AKNA_p117143511	111
AKNA_p117143517	395
AKNA_p117143593	820
AKR1B1_m134136457	452
AKR1B1_m134136471	549
AKR1B1_m134143768	658
AKR1B1_p134136429	1694
AKR1B1_p134136445	717
AKR1B1_p134136476	857
AKR1B1_p134143733	339
AKR1B1_p134143777	480
AKR1B1_p134143783	378
AKR1B1_p134143793	1146
AKR1C3_m5136646	561
AKR1C3_m5136653	379
AKR1C3_m5138600	144
AKR1C3_m5138657	148
AKR1C3_m5139711	735
AKR1C3_m5139730	345
AKR1C3_p5136671	915
AKR1C3_p5138603	511
AKR1C3_p5139675	490
AKR1C3_p5139720	148
AKT1S1_m50376455	697
AKT1S1_m50376476	349
AKT1S1_m50376481	667
AKT1S1_m50376486	93
AKT1S1_m50376512	755
AKT1S1_m50376544	510
AKT1S1_p50376396	261
AKT1S1_p50376402	597
AKT1S1_p50376464	676
AKT1S1_p50376514	527
AKT1_m105246504	348
AKT1_m105246533	165
AKT1_m105258936	468
AKT1_m105258950	490
AKT1_m105258955	790
AKT1_m105258970	716
AKT1_p105246496	190
AKT1_p105246507	557
AKT1_p105246515	599
AKT1_p105258959	359
AKT2_m40761066	796
AKT2_m40761083	216
AKT2_m40761096	938
AKT2_m40761114	710
AKT2_p40761052	479
AKT2_p40761069	897
AKT2_p40761087	800
AKT2_p40761120	1043
AKT2_p40761127	855
AKT2_p40761135	249
AKT3_m243828123	559
AKT3_m243858931	249
AKT3_m243858957	761
AKT3_m244006429	115
AKT3_m244006446	408
AKT3_p243828104	1201
AKT3_p243828130	527
AKT3_p243828136	504
AKT3_p243858918	342
AKT3_p244006436	432
ALAS1_m52233277	552
ALAS1_m52233303	229
ALAS1_m52233309	333
ALAS1_m52233391	1256
ALAS1_m52233405	622
ALAS1_m52233442	348
ALAS1_m52233450	427
ALAS1_m52236543	748
ALAS1_m52236550	629
ALAS1_m52236560	221
ALDH1A2_m58287300	635
ALDH1A2_m58302848	458
ALDH1A2_m58302882	251
ALDH1A2_m58306069	158
ALDH1A2_m58306075	241
ALDH1A2_m58306081	411
ALDH1A2_m58306115	373
ALDH1A2_p58302835	134
ALDH1A2_p58302942	330
ALDH1A2_p58302952	395
ALDH1B1_m38395767	656
ALDH1B1_m38395780	69
ALDH1B1_m38395794	924
ALDH1B1_m38395806	542
ALDH1B1_m38395829	620
ALDH1B1_m38395850	597
ALDH1B1_m38395858	456
ALDH1B1_p38395738	939
ALDH1B1_p38395786	248
ALDH1B1_p38395891	485
ALDH6A1_m74541659	183
ALDH6A1_m74541690	436
ALDH6A1_m74541710	263
ALDH6A1_m74551051	482
ALDH6A1_m74551075	198
ALDH6A1_m74551081	526
ALDH6A1_p74541651	485
ALDH6A1_p74541669	1091
ALDH6A1_p74541678	742
ALDH6A1_p74551039	877
ALDH7A1_m125919652	498
ALDH7A1_m125919666	532
ALDH7A1_m125928373	474
ALDH7A1_m125928414	1107
ALDH7A1_m125930756	904
ALDH7A1_p125919619	943
ALDH7A1_p125919635	177
ALDH7A1_p125929055	113
ALDH7A1_p125929063	713
ALDH7A1_p125930758	322
ALG2_m101984105	523
ALG2_m101984130	372
ALG2_m101984145	379
ALG2_m101984151	569
ALG2_m101984163	730
ALG2_m101984169	1250
ALG2_p101984111	698
ALG2_p101984116	679
ALG2_p101984136	337
ALG2_p101984155	169
ALKBH2_m109530461	220
ALKBH2_m109530468	624
ALKBH2_m109530474	1250
ALKBH2_m109530480	246
ALKBH2_m109530499	610
ALKBH2_m109530523	434
ALKBH2_m109530570	476
ALKBH2_m109530578	437
ALKBH2_p109530490	782
ALKBH2_p109530505	134
ALKBH3_m43904269	188
ALKBH3_m43904640	207
ALKBH3_m43904659	831
ALKBH3_m43904669	669
ALKBH3_m43904674	222
ALKBH3_m43904679	609
ALKBH3_p43904213	410
ALKBH3_p43904221	432
ALKBH3_p43904259	314
ALKBH3_p43904648	479
ALKBH4_m102100211	889
ALKBH4_m102100216	371
ALKBH4_m102105177	328
ALKBH4_m102105194	484
ALKBH4_m102105223	894
ALKBH4_m102105230	369
ALKBH4_p102100200	1076
ALKBH4_p102105196	199
ALKBH4_p102105201	520
ALKBH4_p102105235	298
ALKBH5_m18087558	61
ALKBH5_m18087567	419
ALKBH5_m18087586	406
ALKBH5_m18087606	455
ALKBH5_m18087666	348
ALKBH5_m18087684	95
ALKBH5_m18087690	822
ALKBH5_p18087594	606
ALKBH5_p18087610	461
ALKBH5_p18087618	768
ALKBH6_m36504268	383
ALKBH6_m36504289	756
ALKBH6_m36504295	751
ALKBH6_m36504307	1116
ALKBH6_m36505093	623
ALKBH6_p36503962	712
ALKBH6_p36504240	101
ALKBH6_p36504247	386
ALKBH6_p36504252	375
ALKBH6_p36504260	494
ALKBH7_m6372838	650
ALKBH7_m6372899	356
ALKBH7_m6372904	0
ALKBH7_p6372817	135
ALKBH7_p6372822	295
ALKBH7_p6372830	716
ALKBH7_p6372849	249
ALKBH7_p6372859	362
ALKBH7_p6372867	984
ALKBH7_p6372872	962
ALKBH8_m107427687	1884
ALKBH8_m107427703	877
ALKBH8_m107427709	135
ALKBH8_m107431492	882
ALKBH8_m107431521	187
ALKBH8_m107431562	128
ALKBH8_p107427693	696
ALKBH8_p107431481	222
ALKBH8_p107431523	371
ALKBH8_p107431585	202
ALK_m30143375	598
ALK_m30143457	235
ALK_m30143469	115
ALK_m30143504	0
ALK_m30143513	1817
ALK_p30143383	591
ALK_p30143459	445
ALK_p30143472	908
ALK_p30143485	533
ALK_p30143495	898
ALMS1_p73612986	787
ALMS1_p73612997	331
ALMS1_p73613002	511
ALMS1_p73613010	426
ALMS1_p73613016	345
ALMS1_p73613022	858
ALMS1_p73613070	1005
ALMS1_p73613097	1075
ALMS1_p73613103	721
ALMS1_p73613109	308
ALOX15_m4542891	1048
ALOX15_m4544819	794
ALOX15_m4544829	352
ALOX15_m4544856	492
ALOX15_m4544866	482
ALOX15_m4544885	399
ALOX15_m4544916	316
ALOX15_p4544871	499
ALOX15_p4544877	1024
ALOX15_p4544889	915
ALOX5AP_m31309774	777
ALOX5AP_m31309782	1962
ALOX5AP_m31309791	411
ALOX5AP_m31309807	62
ALOX5AP_m31318208	639
ALOX5AP_m31318235	800
ALOX5AP_p31309739	735
ALOX5AP_p31309756	267
ALOX5AP_p31318194	82
ALOX5AP_p31318219	209
ALOX5_m45869728	462
ALOX5_m45869733	922
ALOX5_m45869749	188
ALOX5_m45869755	573
ALOX5_m45869765	421
ALOX5_m45869776	666
ALOX5_p45869720	637
ALOX5_p45869736	902
ALOX5_p45869786	526
ALOX5_p45869792	211
ALPK1_m113299043	749
ALPK1_m113332981	850
ALPK1_m113332989	597
ALPK1_m113332998	795
ALPK1_m113333005	663
ALPK1_p113298998	470
ALPK1_p113299004	505
ALPK1_p113299032	907
ALPK1_p113332971	133
ALPK1_p113333008	501
ALPK2_m56274621	804
ALPK2_m56274632	797
ALPK2_m56274637	278
ALPK2_m56274656	1210
ALPK2_m56278922	407
ALPK2_m56278965	136
ALPK2_m56279014	273
ALPK2_p56274642	467
ALPK2_p56278937	865
ALPK2_p56278947	532
ALPK3_p85360064	968
ALPK3_p85360069	636
ALPK3_p85360085	367
ALPK3_p85360100	337
ALPK3_p85360105	649
ALPK3_p85360110	321
ALPK3_p85360115	1410
ALPK3_p85360126	1400
ALPK3_p85360137	621
ALPK3_p85360143	657
ALS2CR8_m203806660	171
ALS2CR8_m203807528	1114
ALS2CR8_m203807583	644
ALS2CR8_p203806646	223
ALS2CR8_p203806681	284
ALS2CR8_p203807463	254
ALS2CR8_p203807477	387
ALS2CR8_p203807555	59
ALS2CR8_p203807605	435
ALS2CR8_p203807647	392
ALX1_m85674067	343
ALX1_m85674211	814
ALX1_m85674217	731
ALX1_m85674244	917
ALX1_p85674101	560
ALX1_p85674113	465
ALX1_p85674122	681
ALX1_p85674170	1684
ALX1_p85674177	784
ALX1_p85674233	597
ALX3_m110613044	343
ALX3_m110613148	299
ALX3_m110613202	821
ALX3_p110613013	538
ALX3_p110613018	546
ALX3_p110613036	360
ALX3_p110613066	325
ALX3_p110613076	56
ALX3_p110613117	403
ALX3_p110613204	591
ALX4_m44331448	233
ALX4_m44331467	126
ALX4_m44331526	795
ALX4_m44331531	413
ALX4_m44331545	413
ALX4_m44331563	616
ALX4_m44331575	698
ALX4_p44331477	920
ALX4_p44331534	304
ALX4_p44331549	336
ALYREF_m79849260	294
ALYREF_m79849270	335
ALYREF_m79849279	308
ALYREF_m79849373	80
ALYREF_m79849387	231
ALYREF_p79849252	490
ALYREF_p79849282	239
ALYREF_p79849423	28
ALYREF_p79849429	594
ALYREF_p79849436	406
AMER1_m63413020	317
AMER1_m63413053	1052
AMER1_m63413115	725
AMER1_m63413131	130
AMER1_p63412977	424
AMER1_p63413004	467
AMER1_p63413010	234
AMER1_p63413022	616
AMER1_p63413058	735
AMER1_p63413097	396
AMHR2_m53817754	288
AMHR2_m53818078	1578
AMHR2_m53818172	819
AMHR2_m53818183	806
AMHR2_m53818189	1341
AMHR2_p53817703	617
AMHR2_p53817711	995
AMHR2_p53817741	351
AMHR2_p53818084	611
AMHR2_p53818136	783
AMIGO2_m47472672	742
AMIGO2_m47472681	166
AMIGO2_m47472687	504
AMIGO2_m47472724	524
AMIGO2_m47472732	289
AMIGO2_m47472750	186
AMIGO2_p47472620	1236
AMIGO2_p47472635	628
AMIGO2_p47472711	181
AMIGO2_p47472734	701
AMOTL1_m94501676	670
AMOTL1_m94501716	212
AMOTL1_m94528202	260
AMOTL1_m94528246	575
AMOTL1_p94501663	532
AMOTL1_p94501678	853
AMOTL1_p94501704	699
AMOTL1_p94528248	134
AMOTL1_p94528270	137
AMOTL1_p94528276	449
AMOT_m112058587	634
AMOT_m112058602	1140
AMOT_m112058619	394
AMOT_m112058633	441
AMOT_m112058668	442
AMOT_p112058635	168
AMOT_p112058653	34
AMOT_p112058660	465
AMOT_p112058708	645
AMOT_p112058724	1502
ANAPC10_m145916742	771
ANAPC10_m145985725	457
ANAPC10_m145985757	1349
ANAPC10_m146002813	722
ANAPC10_p145916669	1134
ANAPC10_p145916692	226
ANAPC10_p145985716	478
ANAPC10_p146002797	391
ANAPC10_p146017191	321
ANAPC10_p146017219	580
ANAPC11_m79852354	316
ANAPC11_m79852390	393
ANAPC11_p79852359	1085
ANAPC11_p79852364	871
ANAPC11_p79852372	566
ANAPC11_p79852378	359
ANAPC11_p79852401	555
ANAPC11_p79852411	876
ANAPC11_p79852425	686
ANAPC11_p79857785	1544
ANAPC13_m134197488	207
ANAPC13_m134201649	844
ANAPC13_m134201667	854
ANAPC13_m134201692	1152
ANAPC13_m134201712	261
ANAPC13_m134201719	1479
ANAPC13_p134197497	472
ANAPC13_p134197519	717
ANAPC13_p134197525	480
ANAPC13_p134201651	343
ANAPC15_m71821618	506
ANAPC15_m71821636	691
ANAPC15_m71822204	590
ANAPC15_m71822210	424
ANAPC15_m71822249	1304
ANAPC15_m71822274	1008
ANAPC15_p71821597	108
ANAPC15_p71821624	323
ANAPC15_p71822232	172
ANAPC15_p71822283	692
ANAPC16_m73983789	109
ANAPC16_m73992836	666
ANAPC16_p73983681	502
ANAPC16_p73983708	708
ANAPC16_p73983714	266
ANAPC16_p73983792	727
ANAPC16_p73992752	623
ANAPC16_p73992786	454
ANAPC16_p73992800	402
ANAPC16_p73992828	878
ANAPC1_m112596027	1103
ANAPC1_m112601025	583
ANAPC1_m112605303	935
ANAPC1_m112620052	156
ANAPC1_m112638359	1052
ANAPC1_p112592394	105
ANAPC1_p112615868	536
ANAPC1_p112621329	546
ANAPC1_p112621341	616
ANAPC1_p112625646	988
ANAPC2_m140082874	333
ANAPC2_m140082884	605
ANAPC2_m140082893	984
ANAPC2_m140082898	1137
ANAPC2_m140082915	548
ANAPC2_m140082920	36
ANAPC2_m140082932	584
ANAPC2_m140082958	1246
ANAPC2_m140082965	397
ANAPC2_m140082977	282
ANAPC4_m25379064	601
ANAPC4_m25379075	126
ANAPC4_m25379080	236
ANAPC4_m25379139	530
ANAPC4_m25379164	349
ANAPC4_p25379066	330
ANAPC4_p25379090	359
ANAPC4_p25379122	729
ANAPC4_p25379151	535
ANAPC4_p25379156	1
ANAPC5_m121783708	1335
ANAPC5_m121783740	341
ANAPC5_m121783810	629
ANAPC5_m121784722	477
ANAPC5_m121784773	690
ANAPC5_m121784779	679
ANAPC5_m121784790	301
ANAPC5_p121783762	405
ANAPC5_p121783784	472
ANAPC5_p121784731	138
ANAPC7_m110841394	306
ANAPC7_m110841401	2035
ANAPC7_m110841410	1164
ANAPC7_m110841449	550
ANAPC7_p110834222	854
ANAPC7_p110841347	837
ANAPC7_p110841360	497
ANAPC7_p110841429	454
ANAPC7_p110841436	328
ANAPC7_p110841476	353
ANGPT2_m6420307	326
ANGPT2_m6420341	409
ANGPT2_m6420352	1333
ANGPT2_m6420369	1214
ANGPT2_m6420379	1011
ANGPT2_m6420412	184
ANGPT2_p6420298	557
ANGPT2_p6420314	654
ANGPT2_p6420325	547
ANGPT2_p6420386	93
ANG_m21161782	921
ANG_m21161790	195
ANG_m21161808	378
ANG_m21161824	665
ANG_m21161829	705
ANG_p21161710	137
ANG_p21161716	335
ANG_p21161743	185
ANG_p21161749	361
ANG_p21161835	368
ANK3_m61898739	82
ANK3_m61898760	398
ANK3_m61898791	467
ANK3_m61898800	197
ANK3_m61898807	157
ANK3_m61898828	565
ANK3_p61898745	737
ANK3_p61898750	458
ANK3_p61898773	672
ANK3_p61898781	35
ANKHD1_m139781586	398
ANKHD1_m139781599	149
ANKHD1_m139781708	191
ANKHD1_p139781546	1133
ANKHD1_p139781552	483
ANKHD1_p139781569	437
ANKHD1_p139781578	355
ANKHD1_p139781672	217
ANKHD1_p139781699	116
ANKHD1_p139781711	1434
ANKK1_m113258621	73
ANKK1_m113258648	734
ANKK1_m113258658	620
ANKK1_m113258686	26
ANKK1_p113258650	709
ANKK1_p113258668	826
ANKK1_p113258675	716
ANKK1_p113258689	619
ANKK1_p113258698	130
ANKK1_p113258703	391
ANKLE2_m133338249	552
ANKLE2_m133338280	143
ANKLE2_m133338285	327
ANKLE2_m133338293	863
ANKLE2_m133338300	0
ANKLE2_m133338320	587
ANKLE2_m133338328	764
ANKLE2_m133338338	582
ANKLE2_m133338368	608
ANKLE2_p133338220	218
ANKRA2_m72858557	464
ANKRA2_m72858569	874
ANKRA2_m72858580	415
ANKRA2_m72858663	372
ANKRA2_m72858680	683
ANKRA2_m72858687	187
ANKRA2_p72858572	317
ANKRA2_p72858615	346
ANKRA2_p72858628	510
ANKRA2_p72858651	555
ANKRD11_m89371685	1115
ANKRD11_m89371691	823
ANKRD11_m89371698	1817
ANKRD11_m89383349	879
ANKRD11_m89383415	1335
ANKRD11_m89383420	1123
ANKRD11_p89371653	439
ANKRD11_p89383357	218
ANKRD11_p89383386	276
ANKRD11_p89383400	393
ANKRD12_m9182505	675
ANKRD12_m9195664	202
ANKRD12_m9211587	850
ANKRD12_m9211592	1357
ANKRD12_p9182471	42
ANKRD12_p9182487	210
ANKRD12_p9195589	914
ANKRD12_p9195674	747
ANKRD12_p9208641	67
ANKRD12_p9208779	1012
ANKRD17_m74124229	383
ANKRD17_m74124246	635
ANKRD17_m74124266	130
ANKRD17_m74124334	563
ANKRD17_m74124341	211
ANKRD17_m74124357	339
ANKRD17_m74124363	1134
ANKRD17_p74124186	75
ANKRD17_p74124212	586
ANKRD17_p74124220	341
ANKRD1_m92678910	158
ANKRD1_m92679927	1148
ANKRD1_m92679968	238
ANKRD1_m92680005	441
ANKRD1_m92680081	708
ANKRD1_m92680088	328
ANKRD1_m92680100	459
ANKRD1_m92680759	277
ANKRD1_p92678952	345
ANKRD1_p92680037	404
ANKRD23_m97508170	622
ANKRD23_m97508182	247
ANKRD23_m97508189	161
ANKRD23_m97508204	62
ANKRD23_m97508216	402
ANKRD23_m97508227	694
ANKRD23_m97508243	335
ANKRD23_m97509704	306
ANKRD23_p97508174	569
ANKRD23_p97509708	313
ANKRD28_m15762614	839
ANKRD28_m15765934	344
ANKRD28_m15765977	1430
ANKRD28_m15765997	434
ANKRD28_m15776931	689
ANKRD28_m15776981	200
ANKRD28_p15762602	303
ANKRD28_p15765918	354
ANKRD28_p15776913	553
ANKRD28_p15776985	884
ANKRD30A_m37414905	251
ANKRD30A_m37414912	56
ANKRD30A_m37414929	594
ANKRD30A_m37418840	265
ANKRD30A_m37418853	281
ANKRD30A_m37419146	717
ANKRD30A_p37414872	919
ANKRD30A_p37414914	309
ANKRD30A_p37418897	1037
ANKRD30A_p37419128	901
ANKRD32_m93964532	463
ANKRD32_m93964547	299
ANKRD32_m93966225	256
ANKRD32_m93966312	1100
ANKRD32_m93966323	985
ANKRD32_p93964503	320
ANKRD32_p93966192	35
ANKRD32_p93966205	790
ANKRD32_p93966264	267
ANKRD32_p93966350	115
ANKRD34B_m79855712	727
ANKRD34B_m79855775	404
ANKRD34B_m79855809	228
ANKRD34B_m79855825	472
ANKRD34B_m79855830	762
ANKRD34B_p79855681	441
ANKRD34B_p79855715	422
ANKRD34B_p79855753	288
ANKRD34B_p79855762	300
ANKRD34B_p79855778	115
ANKRD37_m186318356	602
ANKRD37_m186318363	941
ANKRD37_m186318391	373
ANKRD37_p186318067	450
ANKRD37_p186318288	480
ANKRD37_p186318305	490
ANKRD37_p186318312	0
ANKRD37_p186318372	310
ANKRD37_p186318378	756
ANKRD37_p186318400	132
ANKRD42_m82905739	1093
ANKRD42_p82905697	855
ANKRD42_p82909512	461
ANKRD42_p82909549	642
ANKRD42_p82909578	298
ANKRD42_p82917097	291
ANKRD42_p82917102	220
ANKRD42_p82917132	909
ANKRD42_p82917163	278
ANKRD42_p82917185	1272
ANKRD49_m94230080	292
ANKRD49_m94231243	191
ANKRD49_m94231375	1023
ANKRD49_m94231441	644
ANKRD49_p94229927	101
ANKRD49_p94231228	719
ANKRD49_p94231267	1222
ANKRD49_p94231331	532
ANKRD49_p94231346	756
ANKRD49_p94231408	105
ANKRD54_m38240105	199
ANKRD54_m38240172	939
ANKRD54_m38240186	644
ANKRD54_m38240204	508
ANKRD54_m38240230	690
ANKRD54_p38240040	442
ANKRD54_p38240138	460
ANKRD54_p38240144	477
ANKRD54_p38240178	489
ANKRD54_p38240189	378
ANKRD6_m90276703	89
ANKRD6_m90276736	267
ANKRD6_m90276760	272
ANKRD6_m90305650	164
ANKRD6_p90276691	698
ANKRD6_p90276751	992
ANKRD6_p90276769	582
ANKRD6_p90276777	51
ANKRD6_p90276784	601
ANKRD6_p90276793	379
ANKRD7_m117864927	551
ANKRD7_m117864934	157
ANKRD7_m117865018	89
ANKRD7_m117874491	455
ANKRD7_m117874499	450
ANKRD7_m117874504	601
ANKRD7_m117874589	1499
ANKRD7_p117864913	1040
ANKRD7_p117864968	470
ANKRD7_p117865027	581
ANKS1A_m34857226	160
ANKS1A_m34857366	778
ANKS1A_p34857184	722
ANKS1A_p34857197	549
ANKS1A_p34857230	348
ANKS1A_p34857237	398
ANKS1A_p34857248	1226
ANKS1A_p34857254	513
ANKS1A_p34857357	361
ANKS1A_p34935004	219
ANKS1B_m99174925	436
ANKS1B_m99174959	130
ANKS1B_m99175905	513
ANKS1B_p99174931	393
ANKS1B_p99175896	635
ANKS1B_p99194776	483
ANKS1B_p99194817	501
ANKS1B_p99194841	678
ANKS1B_p99194852	439
ANKS1B_p99194858	214
ANLN_m36435893	331
ANLN_m36435899	146
ANLN_m36435937	1238
ANLN_m36435949	1375
ANLN_m36435985	226
ANLN_m36436013	122
ANLN_p36435861	466
ANLN_p36435878	600
ANLN_p36435929	704
ANLN_p36438739	614
ANO2_m6031813	267
ANO2_m6031825	456
ANO2_m6031870	689
ANO2_m6031914	519
ANO2_p6031804	366
ANO2_p6031815	503
ANO2_p6031834	638
ANO2_p6031878	208
ANO2_p6031919	277
ANO2_p6031924	343
ANO7_m242128077	922
ANO7_m242128082	655
ANO7_m242128089	822
ANO7_m242128115	720
ANO7_m242128144	462
ANO7_p242128013	1041
ANO7_p242128027	375
ANO7_p242128032	666
ANO7_p242128100	209
ANO7_p242128117	503
ANP32A_m69079753	1093
ANP32A_m69079791	232
ANP32A_m69079847	1175
ANP32A_m69080110	197
ANP32A_m69080157	325
ANP32A_m69080242	429
ANP32A_p69076821	421
ANP32A_p69080126	684
ANP32A_p69080131	614
ANP32A_p69113021	544
ANP32B_m100745884	466
ANP32B_m100756998	284
ANP32B_m100760949	691
ANP32B_m100767297	719
ANP32B_m100767348	253
ANP32B_m100767376	324
ANP32B_p100756908	517
ANP32B_p100760938	850
ANP32B_p100767379	613
ANP32B_p100767403	1114
ANP32E_m150201446	337
ANP32E_m150201460	245
ANP32E_m150201515	615
ANP32E_m150204144	769
ANP32E_m150204149	645
ANP32E_m150204164	532
ANP32E_p150201494	338
ANP32E_p150201518	164
ANP32E_p150204115	119
ANP32E_p150204122	90
ANXA11_m81930562	537
ANXA11_m81930589	641
ANXA11_m81930659	356
ANXA11_m81932564	206
ANXA11_m81932606	655
ANXA11_p81930597	920
ANXA11_p81930624	725
ANXA11_p81932552	365
ANXA11_p81932567	424
ANXA11_p81932596	371
ANXA1_m75773474	669
ANXA1_m75773629	397
ANXA1_m75773658	1059
ANXA1_m75773668	1931
ANXA1_m75773676	1214
ANXA1_p75773459	0
ANXA1_p75773464	541
ANXA1_p75773610	451
ANXA1_p75773619	594
ANXA1_p75773660	1013
ANXA7_m75158069	110
ANXA7_m75158090	1363
ANXA7_m75160570	431
ANXA7_m75160603	837
ANXA7_p75158072	163
ANXA7_p75158078	713
ANXA7_p75158093	535
ANXA7_p75158120	531
ANXA7_p75160549	1202
ANXA7_p75160555	450
AP1AR_m113178939	353
AP1AR_m113181925	235
AP1AR_p113153256	785
AP1AR_p113153270	426
AP1AR_p113153276	1435
AP1AR_p113153298	228
AP1AR_p113153304	743
AP1AR_p113174390	419
AP1AR_p113178931	715
AP1AR_p113181912	37
AP3B2_m83358152	501
AP3B2_m83358170	454
AP3B2_m83358182	1327
AP3B2_m83378347	315
AP3B2_m83378414	1509
AP3B2_p83358173	247
AP3B2_p83358186	513
AP3B2_p83378335	207
AP3B2_p83378359	367
AP3B2_p83378419	395
AP5Z1_m4820814	2
AP5Z1_m4820843	506
AP5Z1_p4815333	235
AP5Z1_p4815342	802
AP5Z1_p4815360	823
AP5Z1_p4815365	117
AP5Z1_p4820793	613
AP5Z1_p4820799	465
AP5Z1_p4820822	357
AP5Z1_p4820847	332
APAF1_m99042207	644
APAF1_m99042406	309
APAF1_m99042467	1026
APAF1_m99042521	529
APAF1_m99042528	1058
APAF1_p99042163	2
APAF1_p99042193	884
APAF1_p99042212	1310
APAF1_p99042478	264
APAF1_p99042511	490
APBA1_m72131935	774
APBA1_m72131967	151
APBA1_m72131983	534
APBA1_m72132041	192
APBA1_m72132050	464
APBA1_m72132072	755
APBA1_m72132080	500
APBA1_m72132112	817
APBA1_p72131937	318
APBA1_p72132009	19
APBB1_m6424733	319
APBB1_m6424763	535
APBB1_m6424768	768
APBB1_m6424948	563
APBB1_m6424975	804
APBB1_m6424986	1126
APBB1_p6424869	411
APBB1_p6424931	108
APBB1_p6424957	146
APBB1_p6424965	547
APBB2_m40829181	427
APBB2_m40829187	425
APBB2_m40829205	1014
APBB2_p40827950	674
APBB2_p40827956	364
APBB2_p40829135	453
APBB2_p40829145	1197
APBB2_p40829155	865
APBB2_p40829170	473
APBB2_p40829191	542
APC_m112102942	270
APC_m112102961	302
APC_m112102982	226
APC_p112102022	235
APC_p112102045	805
APC_p112102055	181
APC_p112102085	734
APC_p112102893	743
APC_p112102944	517
APC_p112102965	618
APEH_m49711939	248
APEH_m49711968	431
APEH_m49711981	402
APEH_m49711994	163
APEH_m49712001	425
APEH_m49712007	597
APEH_p49711824	0
APEH_p49711920	158
APEH_p49711926	282
APEH_p49711941	350
APEX1_m20924077	441
APEX1_m20924084	536
APEX1_m20924174	158
APEX1_m20924179	557
APEX1_m20924191	748
APEX1_p20923795	665
APEX1_p20923822	1088
APEX1_p20924112	2397
APEX1_p20924130	405
APEX1_p20924199	320
APEX2_m55029525	897
APEX2_m55030234	607
APEX2_m55030274	879
APEX2_p55029508	168
APEX2_p55029515	257
APEX2_p55030225	798
APEX2_p55030279	668
APEX2_p55032943	291
APEX2_p55032950	344
APEX2_p55032960	1195
API5_m43333678	988
API5_m43333683	411
API5_m43342369	853
API5_m43342959	536
API5_m43342982	152
