gRNA	KBM7.final
AIFM3_p21327620	1821
AIFM3_p21327632	2627
AIM2_m159038473	1276
AIM2_m159043029	2942
AIM2_m159043231	2479
AIM2_m159043249	2838
AIM2_m159043254	3616
AIM2_m159043273	1226
AIM2_p159038409	1471
AIM2_p159038433	1292
AIM2_p159038439	1471
AIM2_p159043160	2839
AIMP1_m107249252	1259
AIMP1_m107249322	177
AIMP1_p107246177	168
AIMP1_p107246187	1105
AIMP1_p107246195	1003
AIMP1_p107248680	2087
AIMP1_p107249260	1793
AIMP1_p107249309	1172
AIMP1_p107252880	27
AIMP1_p107252893	3331
AIMP2_m6049078	1222
AIMP2_m6049122	484
AIMP2_m6054790	1193
AIMP2_m6054868	1601
AIMP2_m6054873	980
AIMP2_m6054890	1879
AIMP2_p6049089	2586
AIMP2_p6054842	593
AIMP2_p6054880	1071
AIMP2_p6054904	624
AIPL1_m6330313	684
AIPL1_m6330344	763
AIPL1_m6338338	601
AIPL1_m6338394	1569
AIPL1_m6338399	2912
AIPL1_p6330316	1115
AIPL1_p6330334	629
AIPL1_p6330346	564
AIPL1_p6338329	1037
AIPL1_p6338403	1695
AIP_m67250694	557
AIP_m67250706	642
AIP_m67254480	911
AIP_m67254487	3414
AIP_p67250633	674
AIP_p67250641	516
AIP_p67250674	577
AIP_p67250685	256
AIP_p67250698	606
AIP_p67254471	2354
AIRE_m45705889	2446
AIRE_m45705915	1362
AIRE_m45705933	2164
AIRE_m45705953	1985
AIRE_m45705965	2284
AIRE_m45705970	895
AIRE_p45705893	2060
AIRE_p45705902	114
AIRE_p45705924	2840
AIRE_p45705978	1816
AJUBA_m23443317	1737
AJUBA_m23444242	1673
AJUBA_p23444032	1283
AJUBA_p23444066	1023
AJUBA_p23444172	2010
AJUBA_p23444189	3165
AJUBA_p23444211	526
AJUBA_p23444249	1582
AJUBA_p23444260	1662
AJUBA_p23444268	5210
AK1_m130635029	1713
AK1_m130635058	378
AK1_m130635080	2850
AK1_m130635113	1030
AK1_m130635118	3073
AK1_m130635125	2277
AK1_m130636891	3771
AK1_p130635084	1275
AK1_p130635104	256
AK1_p130635302	943
AKAP11_m42866543	827
AKAP11_m42866626	75
AKAP11_m42871213	1596
AKAP11_p42866552	2921
AKAP11_p42866576	2577
AKAP11_p42866591	1388
AKAP11_p42866615	1042
AKAP11_p42869820	2073
AKAP11_p42869856	607
AKAP11_p42871182	721
AKAP13_m86182637	1299
AKAP13_m86182668	1332
AKAP13_m86189139	2348
AKAP13_m86189152	1531
AKAP13_p86182639	586
AKAP13_p86182658	515
AKAP13_p86189043	389
AKAP13_p86189050	1310
AKAP13_p86189055	1604
AKAP13_p86189142	524
AKAP6_m32902700	1380
AKAP6_m32902730	1548
AKAP6_m32902746	749
AKAP6_m32902753	265
AKAP6_m32902774	443
AKAP6_m32902781	1349
AKAP6_p32902734	2489
AKAP6_p32902755	911
AKAP6_p32902785	998
AKAP6_p32902791	2820
AKAP8L_m15514822	487
AKAP8L_m15514833	749
AKAP8L_m15521332	1480
AKAP8L_m15521363	1217
AKAP8L_m15521395	713
AKAP8L_m15529723	1262
AKAP8L_p15521319	775
AKAP8L_p15521334	1985
AKAP8L_p15521375	1615
AKAP8L_p15529713	930
AKAP8_m15484827	2404
AKAP8_m15485415	1207
AKAP8_m15485420	1685
AKAP8_m15487788	2005
AKAP8_m15490525	1393
AKAP8_m15490534	1514
AKAP8_p15484817	1480
AKAP8_p15485402	2914
AKAP8_p15487775	1019
AKAP8_p15490514	871
AKIP1_m8932997	994
AKIP1_m8933040	1534
AKIP1_m8933093	1228
AKIP1_p8932989	2053
AKIP1_p8933008	468
AKIP1_p8933042	1637
AKIP1_p8933075	783
AKIP1_p8933082	125
AKIP1_p8933100	614
AKIP1_p8933113	2211
AKIRIN1_m39457082	1207
AKIRIN1_m39457182	956
AKIRIN1_m39457187	2001
AKIRIN1_m39457213	15
AKIRIN1_m39457245	1004
AKIRIN1_m39457261	343
AKIRIN1_p39457041	2625
AKIRIN1_p39457072	411
AKIRIN1_p39457249	403
AKIRIN1_p39463866	1098
AKIRIN2_m88411242	1062
AKIRIN2_m88411311	1095
AKIRIN2_m88411347	1356
AKIRIN2_p88411231	818
AKIRIN2_p88411249	1372
AKIRIN2_p88411262	1449
AKIRIN2_p88411295	1326
AKIRIN2_p88411316	2757
AKIRIN2_p88411338	179
AKIRIN2_p88411381	206
AKNA_m117143492	1235
AKNA_m117143569	2946
AKNA_m117143575	1200
AKNA_m117143585	295
AKNA_p117143411	2212
AKNA_p117143426	1280
AKNA_p117143433	1329
AKNA_p117143511	630
AKNA_p117143517	1190
AKNA_p117143593	3515
AKR1B1_m134136457	1105
AKR1B1_m134136471	506
AKR1B1_m134143768	2351
AKR1B1_p134136429	4276
AKR1B1_p134136445	1396
AKR1B1_p134136476	2898
AKR1B1_p134143733	1069
AKR1B1_p134143777	1091
AKR1B1_p134143783	1363
AKR1B1_p134143793	2608
AKR1C3_m5136646	1950
AKR1C3_m5136653	1461
AKR1C3_m5138600	308
AKR1C3_m5138657	654
AKR1C3_m5139711	1611
AKR1C3_m5139730	1332
AKR1C3_p5136671	3561
AKR1C3_p5138603	679
AKR1C3_p5139675	1950
AKR1C3_p5139720	957
AKT1S1_m50376455	826
AKT1S1_m50376476	1287
AKT1S1_m50376481	1333
AKT1S1_m50376486	722
AKT1S1_m50376512	93
AKT1S1_m50376544	1430
AKT1S1_p50376396	1173
AKT1S1_p50376402	3473
AKT1S1_p50376464	1890
AKT1S1_p50376514	1572
AKT1_m105246504	1726
AKT1_m105246533	1251
AKT1_m105258936	1798
AKT1_m105258950	1154
AKT1_m105258955	2634
AKT1_m105258970	1808
AKT1_p105246496	1001
AKT1_p105246507	2124
AKT1_p105246515	4194
AKT1_p105258959	1736
AKT2_m40761066	2209
AKT2_m40761083	2133
AKT2_m40761096	1157
AKT2_m40761114	1896
AKT2_p40761052	2062
AKT2_p40761069	2032
AKT2_p40761087	1574
AKT2_p40761120	2338
AKT2_p40761127	2854
AKT2_p40761135	1551
AKT3_m243828123	815
AKT3_m243858931	1468
AKT3_m243858957	4115
AKT3_m244006429	600
AKT3_m244006446	1723
AKT3_p243828104	2074
AKT3_p243828130	1205
AKT3_p243828136	1800
AKT3_p243858918	2030
AKT3_p244006436	701
ALAS1_m52233277	1346
ALAS1_m52233303	612
ALAS1_m52233309	559
ALAS1_m52233391	1086
ALAS1_m52233405	1316
ALAS1_m52233442	455
ALAS1_m52233450	1863
ALAS1_m52236543	542
ALAS1_m52236550	662
ALAS1_m52236560	606
ALDH1A2_m58287300	1911
ALDH1A2_m58302848	1474
ALDH1A2_m58302882	931
ALDH1A2_m58306069	382
ALDH1A2_m58306075	1386
ALDH1A2_m58306081	878
ALDH1A2_m58306115	559
ALDH1A2_p58302835	930
ALDH1A2_p58302942	1164
ALDH1A2_p58302952	1218
ALDH1B1_m38395767	2399
ALDH1B1_m38395780	303
ALDH1B1_m38395794	2488
ALDH1B1_m38395806	926
ALDH1B1_m38395829	935
ALDH1B1_m38395850	1435
ALDH1B1_m38395858	938
ALDH1B1_p38395738	2818
ALDH1B1_p38395786	346
ALDH1B1_p38395891	799
ALDH6A1_m74541659	589
ALDH6A1_m74541690	1039
ALDH6A1_m74541710	731
ALDH6A1_m74551051	1075
ALDH6A1_m74551075	929
ALDH6A1_m74551081	1127
ALDH6A1_p74541651	1374
ALDH6A1_p74541669	1565
ALDH6A1_p74541678	2874
ALDH6A1_p74551039	1548
ALDH7A1_m125919652	1318
ALDH7A1_m125919666	697
ALDH7A1_m125928373	1462
ALDH7A1_m125928414	2081
ALDH7A1_m125930756	3004
ALDH7A1_p125919619	2520
ALDH7A1_p125919635	1107
ALDH7A1_p125929055	1097
ALDH7A1_p125929063	1737
ALDH7A1_p125930758	1038
ALG2_m101984105	0
ALG2_m101984130	546
ALG2_m101984145	371
ALG2_m101984151	1057
ALG2_m101984163	680
ALG2_m101984169	934
ALG2_p101984111	246
ALG2_p101984116	888
ALG2_p101984136	1480
ALG2_p101984155	531
ALKBH2_m109530461	1421
ALKBH2_m109530468	1066
ALKBH2_m109530474	3800
ALKBH2_m109530480	1363
ALKBH2_m109530499	2063
ALKBH2_m109530523	1567
ALKBH2_m109530570	789
ALKBH2_m109530578	1332
ALKBH2_p109530490	1921
ALKBH2_p109530505	446
ALKBH3_m43904269	837
ALKBH3_m43904640	723
ALKBH3_m43904659	976
ALKBH3_m43904669	2896
ALKBH3_m43904674	246
ALKBH3_m43904679	1426
ALKBH3_p43904213	2020
ALKBH3_p43904221	2095
ALKBH3_p43904259	1125
ALKBH3_p43904648	1495
ALKBH4_m102100211	1601
ALKBH4_m102100216	1524
ALKBH4_m102105177	544
ALKBH4_m102105194	691
ALKBH4_m102105223	1133
ALKBH4_m102105230	1356
ALKBH4_p102100200	2691
ALKBH4_p102105196	1259
ALKBH4_p102105201	944
ALKBH4_p102105235	160
ALKBH5_m18087558	854
ALKBH5_m18087567	1126
ALKBH5_m18087586	1218
ALKBH5_m18087606	568
ALKBH5_m18087666	780
ALKBH5_m18087684	23
ALKBH5_m18087690	1279
ALKBH5_p18087594	920
ALKBH5_p18087610	559
ALKBH5_p18087618	1491
ALKBH6_m36504268	1045
ALKBH6_m36504289	1664
ALKBH6_m36504295	1755
ALKBH6_m36504307	1673
ALKBH6_m36505093	2214
ALKBH6_p36503962	1717
ALKBH6_p36504240	220
ALKBH6_p36504247	1131
ALKBH6_p36504252	1051
ALKBH6_p36504260	872
ALKBH7_m6372838	822
ALKBH7_m6372899	1796
ALKBH7_m6372904	0
ALKBH7_p6372817	645
ALKBH7_p6372822	610
ALKBH7_p6372830	918
ALKBH7_p6372849	324
ALKBH7_p6372859	533
ALKBH7_p6372867	3718
ALKBH7_p6372872	2548
ALKBH8_m107427687	2935
ALKBH8_m107427703	2058
ALKBH8_m107427709	1251
ALKBH8_m107431492	2174
ALKBH8_m107431521	1157
ALKBH8_m107431562	669
ALKBH8_p107427693	1035
ALKBH8_p107431481	1166
ALKBH8_p107431523	441
ALKBH8_p107431585	1331
ALK_m30143375	1514
ALK_m30143457	126
ALK_m30143469	641
ALK_m30143504	488
ALK_m30143513	3481
ALK_p30143383	1902
ALK_p30143459	1823
ALK_p30143472	2821
ALK_p30143485	750
ALK_p30143495	3185
ALMS1_p73612986	1707
ALMS1_p73612997	945
ALMS1_p73613002	1218
ALMS1_p73613010	1271
ALMS1_p73613016	729
ALMS1_p73613022	179
ALMS1_p73613070	131
ALMS1_p73613097	2148
ALMS1_p73613103	1736
ALMS1_p73613109	1735
ALOX15_m4542891	1686
ALOX15_m4544819	1944
ALOX15_m4544829	92
ALOX15_m4544856	1276
ALOX15_m4544866	1424
ALOX15_m4544885	1092
ALOX15_m4544916	1112
ALOX15_p4544871	1269
ALOX15_p4544877	1474
ALOX15_p4544889	2784
ALOX5AP_m31309774	1237
ALOX5AP_m31309782	3077
ALOX5AP_m31309791	2086
ALOX5AP_m31309807	265
ALOX5AP_m31318208	1403
ALOX5AP_m31318235	2064
ALOX5AP_p31309739	2150
ALOX5AP_p31309756	747
ALOX5AP_p31318194	251
ALOX5AP_p31318219	703
ALOX5_m45869728	898
ALOX5_m45869733	2229
ALOX5_m45869749	543
ALOX5_m45869755	827
ALOX5_m45869765	620
ALOX5_m45869776	1084
ALOX5_p45869720	1063
ALOX5_p45869736	978
ALOX5_p45869786	1005
ALOX5_p45869792	1168
ALPK1_m113299043	2143
ALPK1_m113332981	2385
ALPK1_m113332989	1410
ALPK1_m113332998	2508
ALPK1_m113333005	2106
ALPK1_p113298998	1571
ALPK1_p113299004	1488
ALPK1_p113299032	3176
ALPK1_p113332971	337
ALPK1_p113333008	1144
ALPK2_m56274621	2138
ALPK2_m56274632	1717
ALPK2_m56274637	1537
ALPK2_m56274656	1931
ALPK2_m56278922	1660
ALPK2_m56278965	1248
ALPK2_m56279014	1147
ALPK2_p56274642	1341
ALPK2_p56278937	2063
ALPK2_p56278947	990
ALPK3_p85360064	2623
ALPK3_p85360069	1503
ALPK3_p85360085	898
ALPK3_p85360100	511
ALPK3_p85360105	1857
ALPK3_p85360110	2712
ALPK3_p85360115	3249
ALPK3_p85360126	2739
ALPK3_p85360137	1842
ALPK3_p85360143	1558
ALS2CR8_m203806660	1037
ALS2CR8_m203807528	1559
ALS2CR8_m203807583	1564
ALS2CR8_p203806646	1115
ALS2CR8_p203806681	909
ALS2CR8_p203807463	442
ALS2CR8_p203807477	729
ALS2CR8_p203807555	1140
ALS2CR8_p203807605	494
ALS2CR8_p203807647	1385
ALX1_m85674067	928
ALX1_m85674211	2171
ALX1_m85674217	1779
ALX1_m85674244	2889
ALX1_p85674101	882
ALX1_p85674113	1162
ALX1_p85674122	1210
ALX1_p85674170	2390
ALX1_p85674177	1698
ALX1_p85674233	1629
ALX3_m110613044	237
ALX3_m110613148	1634
ALX3_m110613202	2309
ALX3_p110613013	1369
ALX3_p110613018	1091
ALX3_p110613036	661
ALX3_p110613066	537
ALX3_p110613076	33
ALX3_p110613117	983
ALX3_p110613204	1228
ALX4_m44331448	614
ALX4_m44331467	883
ALX4_m44331526	1558
ALX4_m44331531	947
ALX4_m44331545	767
ALX4_m44331563	1199
ALX4_m44331575	2121
ALX4_p44331477	2289
ALX4_p44331534	905
ALX4_p44331549	596
ALYREF_m79849260	396
ALYREF_m79849270	1762
ALYREF_m79849279	552
ALYREF_m79849373	200
ALYREF_m79849387	757
ALYREF_p79849252	98
ALYREF_p79849282	287
ALYREF_p79849423	338
ALYREF_p79849429	1280
ALYREF_p79849436	684
AMER1_m63413020	1187
AMER1_m63413053	2922
AMER1_m63413115	2260
AMER1_m63413131	629
AMER1_p63412977	1028
AMER1_p63413004	1353
AMER1_p63413010	1739
AMER1_p63413022	1962
AMER1_p63413058	2346
AMER1_p63413097	668
AMHR2_m53817754	786
AMHR2_m53818078	3685
AMHR2_m53818172	975
AMHR2_m53818183	3285
AMHR2_m53818189	2318
AMHR2_p53817703	1810
AMHR2_p53817711	2172
AMHR2_p53817741	615
AMHR2_p53818084	2533
AMHR2_p53818136	1448
AMIGO2_m47472672	2327
AMIGO2_m47472681	780
AMIGO2_m47472687	1111
AMIGO2_m47472724	1794
AMIGO2_m47472732	426
AMIGO2_m47472750	275
AMIGO2_p47472620	2281
AMIGO2_p47472635	1356
AMIGO2_p47472711	264
AMIGO2_p47472734	1433
AMOTL1_m94501676	1621
AMOTL1_m94501716	565
AMOTL1_m94528202	498
AMOTL1_m94528246	2498
AMOTL1_p94501663	932
AMOTL1_p94501678	1660
AMOTL1_p94501704	2056
AMOTL1_p94528248	70
AMOTL1_p94528270	990
AMOTL1_p94528276	2269
AMOT_m112058587	2306
AMOT_m112058602	2380
AMOT_m112058619	1180
AMOT_m112058633	781
AMOT_m112058668	656
AMOT_p112058635	560
AMOT_p112058653	138
AMOT_p112058660	1780
AMOT_p112058708	1968
AMOT_p112058724	2719
ANAPC10_m145916742	942
ANAPC10_m145985725	1583
ANAPC10_m145985757	318
ANAPC10_m146002813	1865
ANAPC10_p145916669	1120
ANAPC10_p145916692	357
ANAPC10_p145985716	1652
ANAPC10_p146002797	710
ANAPC10_p146017191	520
ANAPC10_p146017219	1570
ANAPC11_m79852354	1461
ANAPC11_m79852390	130
ANAPC11_p79852359	369
ANAPC11_p79852364	276
ANAPC11_p79852372	2496
ANAPC11_p79852378	746
ANAPC11_p79852401	41
ANAPC11_p79852411	167
ANAPC11_p79852425	1591
ANAPC11_p79857785	4505
ANAPC13_m134197488	152
ANAPC13_m134201649	904
ANAPC13_m134201667	1143
ANAPC13_m134201692	3420
ANAPC13_m134201712	449
ANAPC13_m134201719	274
ANAPC13_p134197497	1231
ANAPC13_p134197519	2594
ANAPC13_p134197525	1464
ANAPC13_p134201651	954
ANAPC15_m71821618	299
ANAPC15_m71821636	1903
ANAPC15_m71822204	2109
ANAPC15_m71822210	135
ANAPC15_m71822249	273
ANAPC15_m71822274	446
ANAPC15_p71821597	233
ANAPC15_p71821624	576
ANAPC15_p71822232	296
ANAPC15_p71822283	189
ANAPC16_m73983789	561
ANAPC16_m73992836	1250
ANAPC16_p73983681	589
ANAPC16_p73983708	2314
ANAPC16_p73983714	1724
ANAPC16_p73983792	2549
ANAPC16_p73992752	2108
ANAPC16_p73992786	1890
ANAPC16_p73992800	2353
ANAPC16_p73992828	3632
ANAPC1_m112596027	3947
ANAPC1_m112601025	1112
ANAPC1_m112605303	2309
ANAPC1_m112620052	155
ANAPC1_m112638359	806
ANAPC1_p112592394	1309
ANAPC1_p112615868	747
ANAPC1_p112621329	459
ANAPC1_p112621341	1395
ANAPC1_p112625646	2808
ANAPC2_m140082874	1231
ANAPC2_m140082884	947
ANAPC2_m140082893	2210
ANAPC2_m140082898	591
ANAPC2_m140082915	1537
ANAPC2_m140082920	0
ANAPC2_m140082932	235
ANAPC2_m140082958	375
ANAPC2_m140082965	0
ANAPC2_m140082977	0
ANAPC4_m25379064	710
ANAPC4_m25379075	300
ANAPC4_m25379080	56
ANAPC4_m25379139	84
ANAPC4_m25379164	635
ANAPC4_p25379066	0
ANAPC4_p25379090	51
ANAPC4_p25379122	48
ANAPC4_p25379151	157
ANAPC4_p25379156	49
ANAPC5_m121783708	2733
ANAPC5_m121783740	994
ANAPC5_m121783810	1382
ANAPC5_m121784722	605
ANAPC5_m121784773	471
ANAPC5_m121784779	863
ANAPC5_m121784790	500
ANAPC5_p121783762	1045
ANAPC5_p121783784	0
ANAPC5_p121784731	715
ANAPC7_m110841394	600
ANAPC7_m110841401	1245
ANAPC7_m110841410	598
ANAPC7_m110841449	1427
ANAPC7_p110834222	373
ANAPC7_p110841347	191
ANAPC7_p110841360	163
ANAPC7_p110841429	421
ANAPC7_p110841436	1602
ANAPC7_p110841476	747
ANGPT2_m6420307	391
ANGPT2_m6420341	837
ANGPT2_m6420352	4382
ANGPT2_m6420369	2903
ANGPT2_m6420379	1468
ANGPT2_m6420412	1009
ANGPT2_p6420298	1628
ANGPT2_p6420314	2112
ANGPT2_p6420325	1306
ANGPT2_p6420386	344
ANG_m21161782	929
ANG_m21161790	417
ANG_m21161808	1105
ANG_m21161824	2155
ANG_m21161829	1697
ANG_p21161710	321
ANG_p21161716	765
ANG_p21161743	525
ANG_p21161749	637
ANG_p21161835	880
ANK3_m61898739	958
ANK3_m61898760	975
ANK3_m61898791	2297
ANK3_m61898800	691
ANK3_m61898807	171
ANK3_m61898828	1026
ANK3_p61898745	1401
ANK3_p61898750	1478
ANK3_p61898773	1846
ANK3_p61898781	44
ANKHD1_m139781586	1011
ANKHD1_m139781599	675
ANKHD1_m139781708	233
ANKHD1_p139781546	1327
ANKHD1_p139781552	1742
ANKHD1_p139781569	878
ANKHD1_p139781578	666
ANKHD1_p139781672	2040
ANKHD1_p139781699	0
ANKHD1_p139781711	2519
ANKK1_m113258621	611
ANKK1_m113258648	3908
ANKK1_m113258658	1171
ANKK1_m113258686	1330
ANKK1_p113258650	2276
ANKK1_p113258668	3971
ANKK1_p113258675	1117
ANKK1_p113258689	3329
ANKK1_p113258698	638
ANKK1_p113258703	557
ANKLE2_m133338249	767
ANKLE2_m133338280	1340
ANKLE2_m133338285	695
ANKLE2_m133338293	1571
ANKLE2_m133338300	47
ANKLE2_m133338320	953
ANKLE2_m133338328	2909
ANKLE2_m133338338	1551
ANKLE2_m133338368	1173
ANKLE2_p133338220	723
ANKRA2_m72858557	930
ANKRA2_m72858569	1490
ANKRA2_m72858580	1312
ANKRA2_m72858663	555
ANKRA2_m72858680	3699
ANKRA2_m72858687	465
ANKRA2_p72858572	1073
ANKRA2_p72858615	667
ANKRA2_p72858628	811
ANKRA2_p72858651	1060
ANKRD11_m89371685	2403
ANKRD11_m89371691	997
ANKRD11_m89371698	3731
ANKRD11_m89383349	936
ANKRD11_m89383415	1315
ANKRD11_m89383420	1103
ANKRD11_p89371653	643
ANKRD11_p89383357	1143
ANKRD11_p89383386	1485
ANKRD11_p89383400	699
ANKRD12_m9182505	1196
ANKRD12_m9195664	915
ANKRD12_m9211587	1680
ANKRD12_m9211592	4293
ANKRD12_p9182471	555
ANKRD12_p9182487	1081
ANKRD12_p9195589	1515
ANKRD12_p9195674	1610
ANKRD12_p9208641	331
ANKRD12_p9208779	3103
ANKRD17_m74124229	483
ANKRD17_m74124246	928
ANKRD17_m74124266	92
ANKRD17_m74124334	1014
ANKRD17_m74124341	628
ANKRD17_m74124357	464
ANKRD17_m74124363	29
ANKRD17_p74124186	227
ANKRD17_p74124212	845
ANKRD17_p74124220	510
ANKRD1_m92678910	491
ANKRD1_m92679927	3083
ANKRD1_m92679968	395
ANKRD1_m92680005	2866
ANKRD1_m92680081	3986
ANKRD1_m92680088	932
ANKRD1_m92680100	2017
ANKRD1_m92680759	834
ANKRD1_p92678952	865
ANKRD1_p92680037	1874
ANKRD23_m97508170	1789
ANKRD23_m97508182	1414
ANKRD23_m97508189	205
ANKRD23_m97508204	876
ANKRD23_m97508216	1119
ANKRD23_m97508227	1231
ANKRD23_m97508243	715
ANKRD23_m97509704	1025
ANKRD23_p97508174	1953
ANKRD23_p97509708	1648
ANKRD28_m15762614	1593
ANKRD28_m15765934	825
ANKRD28_m15765977	3734
ANKRD28_m15765997	1316
ANKRD28_m15776931	1423
ANKRD28_m15776981	664
ANKRD28_p15762602	834
ANKRD28_p15765918	1200
ANKRD28_p15776913	655
ANKRD28_p15776985	2530
ANKRD30A_m37414905	406
ANKRD30A_m37414912	144
ANKRD30A_m37414929	2554
ANKRD30A_m37418840	370
ANKRD30A_m37418853	572
ANKRD30A_m37419146	1951
ANKRD30A_p37414872	2638
ANKRD30A_p37414914	967
ANKRD30A_p37418897	2660
ANKRD30A_p37419128	2399
ANKRD32_m93964532	1237
ANKRD32_m93964547	1517
ANKRD32_m93966225	663
ANKRD32_m93966312	1375
ANKRD32_m93966323	1914
ANKRD32_p93964503	1090
ANKRD32_p93966192	279
ANKRD32_p93966205	1113
ANKRD32_p93966264	547
ANKRD32_p93966350	1999
ANKRD34B_m79855712	2233
ANKRD34B_m79855775	862
ANKRD34B_m79855809	444
ANKRD34B_m79855825	1157
ANKRD34B_m79855830	2440
ANKRD34B_p79855681	599
ANKRD34B_p79855715	569
ANKRD34B_p79855753	1028
ANKRD34B_p79855762	1364
ANKRD34B_p79855778	892
ANKRD37_m186318356	1052
ANKRD37_m186318363	707
ANKRD37_m186318391	1319
ANKRD37_p186318067	1626
ANKRD37_p186318288	1379
ANKRD37_p186318305	1140
ANKRD37_p186318312	122
ANKRD37_p186318372	750
ANKRD37_p186318378	1976
ANKRD37_p186318400	833
ANKRD42_m82905739	2265
ANKRD42_p82905697	2353
ANKRD42_p82909512	2171
ANKRD42_p82909549	928
ANKRD42_p82909578	255
ANKRD42_p82917097	829
ANKRD42_p82917102	537
ANKRD42_p82917132	2106
ANKRD42_p82917163	1492
ANKRD42_p82917185	2045
ANKRD49_m94230080	659
ANKRD49_m94231243	1031
ANKRD49_m94231375	3565
ANKRD49_m94231441	419
ANKRD49_p94229927	139
ANKRD49_p94231228	424
ANKRD49_p94231267	3435
ANKRD49_p94231331	1048
ANKRD49_p94231346	393
ANKRD49_p94231408	769
ANKRD54_m38240105	486
ANKRD54_m38240172	2779
ANKRD54_m38240186	238
ANKRD54_m38240204	2212
ANKRD54_m38240230	2368
ANKRD54_p38240040	2014
ANKRD54_p38240138	947
ANKRD54_p38240144	1035
ANKRD54_p38240178	1319
ANKRD54_p38240189	371
ANKRD6_m90276703	361
ANKRD6_m90276736	701
ANKRD6_m90276760	1470
ANKRD6_m90305650	973
ANKRD6_p90276691	2455
ANKRD6_p90276751	2326
ANKRD6_p90276769	956
ANKRD6_p90276777	309
ANKRD6_p90276784	1273
ANKRD6_p90276793	1495
ANKRD7_m117864927	1201
ANKRD7_m117864934	346
ANKRD7_m117865018	471
ANKRD7_m117874491	1534
ANKRD7_m117874499	1870
ANKRD7_m117874504	1049
ANKRD7_m117874589	2560
ANKRD7_p117864913	1426
ANKRD7_p117864968	1218
ANKRD7_p117865027	2042
ANKS1A_m34857226	106
ANKS1A_m34857366	2548
ANKS1A_p34857184	253
ANKS1A_p34857197	1891
ANKS1A_p34857230	785
ANKS1A_p34857237	838
ANKS1A_p34857248	3255
ANKS1A_p34857254	643
ANKS1A_p34857357	1031
ANKS1A_p34935004	749
ANKS1B_m99174925	638
ANKS1B_m99174959	807
ANKS1B_m99175905	1919
ANKS1B_p99174931	1216
ANKS1B_p99175896	1814
ANKS1B_p99194776	1069
ANKS1B_p99194817	1935
ANKS1B_p99194841	3151
ANKS1B_p99194852	564
ANKS1B_p99194858	632
ANLN_m36435893	245
ANLN_m36435899	87
ANLN_m36435937	1384
ANLN_m36435949	1523
ANLN_m36435985	851
ANLN_m36436013	83
ANLN_p36435861	588
ANLN_p36435878	1653
ANLN_p36435929	421
ANLN_p36438739	1228
ANO2_m6031813	823
ANO2_m6031825	1847
ANO2_m6031870	1090
ANO2_m6031914	1264
ANO2_p6031804	1190
ANO2_p6031815	763
ANO2_p6031834	2851
ANO2_p6031878	828
ANO2_p6031919	2168
ANO2_p6031924	652
ANO7_m242128077	2193
ANO7_m242128082	1690
ANO7_m242128089	697
ANO7_m242128115	1170
ANO7_m242128144	896
ANO7_p242128013	1977
ANO7_p242128027	1738
ANO7_p242128032	1825
ANO7_p242128100	968
ANO7_p242128117	570
ANP32A_m69079753	1646
ANP32A_m69079791	373
ANP32A_m69079847	968
ANP32A_m69080110	393
ANP32A_m69080157	556
ANP32A_m69080242	1136
ANP32A_p69076821	2127
ANP32A_p69080126	1607
ANP32A_p69080131	1882
ANP32A_p69113021	1071
ANP32B_m100745884	822
ANP32B_m100756998	942
ANP32B_m100760949	1695
ANP32B_m100767297	1496
ANP32B_m100767348	705
ANP32B_m100767376	1130
ANP32B_p100756908	1683
ANP32B_p100760938	1427
ANP32B_p100767379	1195
ANP32B_p100767403	412
ANP32E_m150201446	2032
ANP32E_m150201460	514
ANP32E_m150201515	738
ANP32E_m150204144	1718
ANP32E_m150204149	1049
ANP32E_m150204164	450
ANP32E_p150201494	760
ANP32E_p150201518	992
ANP32E_p150204115	885
ANP32E_p150204122	429
ANXA11_m81930562	1906
ANXA11_m81930589	1036
ANXA11_m81930659	1072
ANXA11_m81932564	1224
ANXA11_m81932606	1990
ANXA11_p81930597	866
ANXA11_p81930624	1787
ANXA11_p81932552	1093
ANXA11_p81932567	887
ANXA11_p81932596	283
ANXA1_m75773474	1712
ANXA1_m75773629	3094
ANXA1_m75773658	2987
ANXA1_m75773668	3806
ANXA1_m75773676	2549
ANXA1_p75773459	251
ANXA1_p75773464	1447
ANXA1_p75773610	1582
ANXA1_p75773619	1840
ANXA1_p75773660	2800
ANXA7_m75158069	660
ANXA7_m75158090	1875
ANXA7_m75160570	1276
ANXA7_m75160603	894
ANXA7_p75158072	1115
ANXA7_p75158078	2985
ANXA7_p75158093	780
ANXA7_p75158120	1706
ANXA7_p75160549	1995
ANXA7_p75160555	1221
AP1AR_m113178939	876
AP1AR_m113181925	1189
AP1AR_p113153256	1959
AP1AR_p113153270	146
AP1AR_p113153276	3666
AP1AR_p113153298	707
AP1AR_p113153304	907
AP1AR_p113174390	702
AP1AR_p113178931	1017
AP1AR_p113181912	220
AP3B2_m83358152	679
AP3B2_m83358170	895
AP3B2_m83358182	1218
AP3B2_m83378347	116
AP3B2_m83378414	4902
AP3B2_p83358173	1044
AP3B2_p83358186	1363
AP3B2_p83378335	56
AP3B2_p83378359	643
AP3B2_p83378419	330
AP5Z1_m4820814	242
AP5Z1_m4820843	1931
AP5Z1_p4815333	827
AP5Z1_p4815342	1299
AP5Z1_p4815360	2437
AP5Z1_p4815365	865
