gRNA	KBM7.initial
C9orf96_m136243407	307
C9orf96_m136243417	545
C9orf96_m136245970	480
C9orf96_p136243329	99
C9orf96_p136243335	542
C9orf96_p136243348	504
C9orf96_p136243409	634
C9orf96_p136245941	754
C9orf96_p136249629	549
C9orf9_m135759356	361
C9orf9_m135759390	709
C9orf9_m135759407	244
C9orf9_m135759443	336
C9orf9_p135759321	829
C9orf9_p135759399	0
C9orf9_p135759410	507
C9orf9_p135759434	604
C9orf9_p135759451	583
C9orf9_p135759456	166
CA9_m35673980	964
CA9_m35674006	519
CA9_m35674013	816
CA9_m35674100	315
CA9_m35674132	652
CA9_m35674154	307
CA9_p35674030	617
CA9_p35674120	1006
CA9_p35674141	729
CA9_p35674156	546
CAB39L_m49933911	1202
CAB39L_m49933918	512
CAB39L_m49951104	667
CAB39L_m49951151	756
CAB39L_m49951217	764
CAB39L_p49933928	485
CAB39L_p49951125	420
CAB39L_p49951172	543
CAB39L_p49956964	620
CAB39L_p49957011	161
CAB39_m231624722	326
CAB39_m231624727	291
CAB39_m231624752	121
CAB39_m231655658	269
CAB39_p231624710	126
CAB39_p231624754	601
CAB39_p231624763	362
CAB39_p231624772	778
CAB39_p231655616	23
CAB39_p231655682	278
CABIN1_m24432552	384
CABIN1_m24432561	447
CABIN1_m24432567	839
CABIN1_m24434821	549
CABIN1_m24434829	226
CABIN1_m24434851	49
CABIN1_m24434868	372
CABIN1_p24432607	410
CABIN1_p24434782	488
CABIN1_p24434836	391
CABLES1_m20774494	162
CABLES1_m20793949	374
CABLES1_m20793995	594
CABLES1_m20794011	257
CABLES1_m20814570	251
CABLES1_p20774473	693
CABLES1_p20774478	304
CABLES1_p20793935	247
CABLES1_p20814562	167
CABLES1_p20814584	406
CABLES2_m60981994	582
CABLES2_m60982155	159
CABLES2_m60982325	292
CABLES2_p60981968	323
CABLES2_p60981974	439
CABLES2_p60981981	582
CABLES2_p60982083	342
CABLES2_p60982121	67
CABLES2_p60982126	502
CABLES2_p60982157	740
CABP1_m121097997	42
CABP1_m121098005	202
CABP1_m121098056	307
CABP1_p121097679	341
CABP1_p121097689	709
CABP1_p121098008	449
CABP1_p121098014	20
CABP1_p121098034	352
CABP1_p121098041	584
CABP1_p121098062	586
CABYR_m21735799	461
CABYR_m21735823	809
CABYR_m21735920	421
CABYR_m21735925	1633
CABYR_m21735933	244
CABYR_m21735964	543
CABYR_m21735971	155
CABYR_p21735831	384
CABYR_p21735845	207
CABYR_p21735855	908
CACNA1A_m13616863	504
CACNA1A_m13616870	875
CACNA1A_m13616884	778
CACNA1A_m13616940	464
CACNA1A_m13616951	932
CACNA1A_m13617002	457
CACNA1A_m13617027	513
CACNA1A_p13616815	554
CACNA1A_p13616820	351
CACNA1A_p13617010	430
CACTIN_m3626639	210
CACTIN_m3626661	254
CACTIN_m3626673	165
CACTIN_m3626679	1009
CACTIN_m3626691	674
CACTIN_m3626733	238
CACTIN_m3626753	219
CACTIN_p3626645	124
CACTIN_p3626663	452
CACTIN_p3626740	644
CACUL1_m120514019	181
CACUL1_m120514071	1041
CACUL1_m120514076	538
CACUL1_m120514090	224
CACUL1_m120514178	373
CACUL1_m120514185	460
CACUL1_m120514225	647
CACUL1_m120514248	877
CACUL1_p120514189	266
CACUL1_p120514195	756
CAD_m27440430	464
CAD_m27440773	934
CAD_m27440780	624
CAD_m27440786	509
CAD_p27440415	398
CAD_p27440422	848
CAD_p27440435	191
CAD_p27440471	614
CAD_p27440734	131
CAD_p27440739	175
CALB1_m91094276	82
CALB1_m91094288	315
CALB1_m91094309	346
CALB1_m91094314	450
CALB1_m91094848	359
CALB1_p91094267	350
CALB1_p91094297	166
CALB1_p91094840	311
CALB1_p91094877	662
CALB1_p91094888	930
CALCA_m14991482	912
CALCA_m14991556	805
CALCA_m14991592	700
CALCA_m14992679	99
CALCA_p14991566	577
CALCA_p14991571	609
CALCA_p14991579	633
CALCA_p14992637	565
CALCA_p14992647	249
CALCA_p14992668	596
CALCOCO1_m54118888	635
CALCOCO1_m54118963	209
CALCOCO1_m54118991	538
CALCOCO1_m54119004	478
CALCOCO1_p54118892	507
CALCOCO1_p54118921	180
CALCOCO1_p54118927	564
CALCOCO1_p54118971	599
CALCOCO1_p54118976	435
CALCOCO1_p54118983	405
CALCOCO2_m46925479	317
CALCOCO2_m46925487	246
CALCOCO2_m46925693	232
CALCOCO2_m46925698	271
CALCOCO2_m46925717	223
CALCOCO2_p46925490	690
CALCOCO2_p46925506	660
CALCOCO2_p46925678	964
CALCOCO2_p46925708	89
CALCOCO2_p46925723	321
CALM1_m90867617	146
CALM1_m90867623	59
CALM1_m90867699	388
CALM1_m90870299	34
CALM1_p90866417	767
CALM1_p90867724	1302
CALM1_p90870269	312
CALM1_p90870710	923
CALM1_p90870818	432
CALM1_p90870836	707
CALML6_m1847129	415
CALML6_m1847140	343
CALML6_m1847154	234
CALML6_m1847166	1392
CALML6_p1846724	129
CALML6_p1847872	424
CALML6_p1847887	989
CALML6_p1847896	499
CALML6_p1847923	413
CALML6_p1847930	447
CALR_m13049494	488
CALR_m13049539	491
CALR_m13049545	263
CALR_m13049550	337
CALR_p13049499	522
CALR_p13049508	337
CALR_p13049513	337
CALR_p13049555	420
CALR_p13049562	303
CALR_p13049944	330
CAMK1D_m12391824	238
CAMK1D_m12595345	649
CAMK1D_p12391803	525
CAMK1D_p12391811	400
CAMK1D_p12391830	368
CAMK1D_p12391883	666
CAMK1D_p12595245	839
CAMK1D_p12595280	472
CAMK1D_p12595289	455
CAMK1D_p12595295	828
CAMK1G_m209768362	188
CAMK1G_m209773351	341
CAMK1G_m209773409	850
CAMK1G_m209773417	417
CAMK1G_m209773429	238
CAMK1G_m209776584	311
CAMK1G_p209768318	337
CAMK1G_p209768341	358
CAMK1G_p209768365	935
CAMK1G_p209773395	610
CAMK1_m9804851	324
CAMK1_m9807470	1864
CAMK1_m9807478	821
CAMK1_m9807487	355
CAMK1_m9809356	302
CAMK1_p9804820	1377
CAMK1_p9804863	585
CAMK1_p9807428	463
CAMK1_p9809345	454
CAMK1_p9809388	403
CAMK2A_m149652675	1148
CAMK2A_m149652680	510
CAMK2A_m149652690	974
CAMK2A_m149669139	448
CAMK2A_m149669160	237
CAMK2A_p149652654	531
CAMK2A_p149652694	1243
CAMK2A_p149669127	316
CAMK2A_p149669145	408
CAMK2A_p149669152	246
CAMK2B_m44323782	401
CAMK2B_m44364968	388
CAMK2B_m44365010	361
CAMK2B_p44323727	355
CAMK2B_p44323756	832
CAMK2B_p44364956	477
CAMK2B_p44364974	402
CAMK2B_p44364981	156
CAMK2B_p44364990	784
CAMK2B_p44364999	137
CAMK2D_m114473243	107
CAMK2D_m114530320	274
CAMK2D_m114530334	315
CAMK2D_m114682193	800
CAMK2D_m114682200	320
CAMK2D_p114473233	841
CAMK2D_p114582855	634
CAMK2D_p114680510	12
CAMK2D_p114682179	200
CAMK2D_p114682185	605
CAMK2G_m75620626	918
CAMK2G_m75632749	204
CAMK2G_m75632819	695
CAMK2G_m75634167	214
CAMK2G_p75632780	599
CAMK2G_p75634155	258
CAMK2G_p75634173	141
CAMK2G_p75634180	445
CAMK2G_p75634186	855
CAMK2G_p75634192	397
CAMK2N2_m183978961	456
CAMK2N2_m183979029	661
CAMK2N2_p183978964	579
CAMK2N2_p183978977	607
CAMK2N2_p183978982	1109
CAMK2N2_p183978995	621
CAMK2N2_p183979034	433
CAMK2N2_p183979039	408
CAMK2N2_p183979046	369
CAMK2N2_p183979052	626
CAMK4_m110560202	1366
CAMK4_m110560215	753
CAMK4_m110560221	184
CAMK4_m110560257	1019
CAMK4_m110560264	210
CAMK4_m110560270	524
CAMK4_m110560293	354
CAMK4_p110560174	587
CAMK4_p110560207	318
CAMK4_p110560275	471
CAMKK1_m3788883	878
CAMKK1_m3788893	235
CAMKK1_m3788899	635
CAMKK1_m3788923	802
CAMKK1_m3788944	500
CAMKK1_m3788953	289
CAMKK1_m3788976	568
CAMKK1_p3788856	493
CAMKK1_p3788925	587
CAMKK1_p3788932	393
CAMKK2_m121712150	894
CAMKK2_m121712169	696
CAMKK2_m121712184	632
CAMKK2_m121712189	1063
CAMKK2_m121712217	579
CAMKK2_m121712226	1005
CAMKK2_p121712155	519
CAMKK2_p121712172	437
CAMKK2_p121712286	259
CAMKK2_p121712308	820
CAMKV_m49899580	98
CAMKV_m49899739	664
CAMKV_m49899744	959
CAMKV_m49899766	575
CAMKV_m49899812	347
CAMKV_p49899530	107
CAMKV_p49899560	305
CAMKV_p49899565	116
CAMKV_p49899750	371
CAMKV_p49899795	644
CAMTA1_m6880251	422
CAMTA1_m6880277	448
CAMTA1_m6880300	251
CAMTA1_m6885222	467
CAMTA1_p6845580	308
CAMTA1_p6880243	740
CAMTA1_p6880288	318
CAMTA1_p6885138	221
CAMTA1_p6885248	286
CAMTA1_p6947715	730
CAMTA2_m4889176	128
CAMTA2_m4889189	223
CAMTA2_p4886258	166
CAMTA2_p4886293	651
CAMTA2_p4886301	315
CAMTA2_p4889181	404
CAMTA2_p4889193	241
CAMTA2_p4889202	725
CAMTA2_p4889225	566
CAMTA2_p4889248	456
CAND1_m67663510	270
CAND1_m67663517	214
CAND1_m67675736	256
CAND1_m67686411	114
CAND1_m67686437	65
CAND1_p67663543	492
CAND1_p67675695	58
CAND1_p67675722	299
CAND1_p67675739	321
CAND1_p67675811	70
CAND2_m12838220	136
CAND2_m12838229	771
CAND2_m12838235	285
CAND2_m12838247	78
CAND2_m12838254	693
CAND2_m12845000	164
CAND2_p12838257	89
CAND2_p12838265	601
CAND2_p12844971	331
CAND2_p12844992	786
CAPG_m85628987	431
CAPG_m85629003	212
CAPG_m85629012	173
CAPG_m85629034	321
CAPG_m85629065	300
CAPG_p85628990	289
CAPG_p85629021	0
CAPG_p85629026	29
CAPG_p85629044	331
CAPG_p85629050	454
CAPN3_m42702022	425
CAPN3_m42702127	431
CAPN3_m42702138	762
CAPN3_m42702167	655
CAPN3_m42702624	367
CAPN3_m42702651	182
CAPN3_m42702666	187
CAPN3_p42701995	324
CAPN3_p42702616	421
CAPN3_p42702633	489
CAPN7_m15248012	266
CAPN7_m15248045	414
CAPN7_m15248067	259
CAPN7_p15247998	570
CAPN7_p15248003	475
CAPN7_p15248028	422
CAPN7_p15248050	272
CAPN7_p15253621	284
CAPN7_p15253697	610
CAPN7_p15259049	216
CAPS_m5914427	368
CAPS_m5914439	353
CAPS_m5914452	676
CAPS_m5914488	232
CAPS_p5914407	1500
CAPS_p5914419	829
CAPS_p5914430	189
CAPS_p5914473	383
CAPS_p5914478	432
CAPS_p5914577	328
CARD8_m48735723	319
CARD8_m48737676	481
CARD8_m48737723	547
CARD8_m48744220	16
CARD8_p48735731	316
CARD8_p48737681	615
CARD8_p48737692	387
CARD8_p48737760	264
CARD8_p48737781	89
CARD8_p48744203	431
CARM1_m10982453	1238
CARM1_m10982477	1450
CARM1_m10982484	315
CARM1_m10982491	1270
CARM1_m10982496	715
CARM1_m10982521	326
CARM1_p10982365	556
CARM1_p10982371	729
CARM1_p10982502	988
CARM1_p10982509	383
CASC3_p38296790	792
CASC3_p38296796	918
CASC3_p38296821	624
CASC3_p38296827	330
CASC3_p38296834	389
CASC3_p38296842	403
CASC3_p38296855	113
CASC3_p38296900	448
CASC3_p38296906	444
CASC3_p38296936	340
CASC5_m40897326	463
CASC5_m40898604	131
CASC5_m40898625	75
CASC5_m40911182	511
CASC5_m40911192	332
CASC5_p40898608	334
CASC5_p40902433	121
CASC5_p40902469	291
CASC5_p40907554	231
CASC5_p40911184	787
CASK_m41646457	402
CASK_m41712383	468
CASK_m41712437	781
CASK_m41782188	376
CASK_m41782195	585
CASK_m41782216	771
CASK_p41646472	587
CASK_p41712363	291
CASK_p41712452	1442
CASK_p41782220	487
CASP14_m15164291	228
CASP14_m15164317	437
CASP14_m15164326	357
CASP14_m15164344	184
CASP14_p15163054	336
CASP14_p15163061	619
CASP14_p15163067	203
CASP14_p15164300	52
CASP14_p15164329	43
CASP14_p15164334	104
CASP2_m142988660	340
CASP2_m142988689	333
CASP2_m142988703	386
CASP2_m142988760	373
CASP2_p142988647	628
CASP2_p142988719	271
CASP2_p142988725	163
CASP2_p142988740	682
CASP2_p142988748	398
CASP2_p142989379	104
CASP3_m185553423	936
CASP3_m185553505	409
CASP3_m185553534	355
CASP3_m185553539	380
CASP3_m185556528	391
CASP3_m185556539	489
CASP3_m185556546	519
CASP3_m185556560	412
CASP3_p185553487	184
CASP3_p185556479	519
CASP6_m110615732	383
CASP6_m110615744	215
CASP6_m110615795	316
CASP6_m110615801	329
CASP6_m110624537	342
CASP6_m110624544	259
CASP6_p110615781	344
CASP6_p110615787	253
CASP6_p110615809	1253
CASP6_p110615820	411
CASP7_m115480813	670
CASP7_m115480822	302
CASP7_m115480831	154
CASP7_m115480841	587
CASP7_m115480848	705
CASP7_m115481445	394
CASP7_p115480905	192
CASP7_p115481405	422
CASP7_p115481425	70
CASP7_p115481452	445
CASP8AP2_m90564547	718
CASP8AP2_m90564553	625
CASP8AP2_m90564561	74
CASP8AP2_p90556308	1034
CASP8AP2_p90556314	395
CASP8AP2_p90562889	282
CASP8AP2_p90562897	800
CASP8AP2_p90562910	354
CASP8AP2_p90562915	280
CASP8AP2_p90562931	390
CASP8_m202131270	277
CASP8_m202131283	512
CASP8_m202131302	302
CASP8_m202131320	790
CASP8_m202131333	238
CASP8_p202131218	295
CASP8_p202131244	542
CASP8_p202131285	587
CASP8_p202131304	204
CASP8_p202131376	105
CASP9_m15834384	464
CASP9_m15844606	978
CASP9_m15844615	344
CASP9_m15844621	104
CASP9_m15844746	84
CASP9_p15844623	934
CASP9_p15844633	270
CASP9_p15844648	177
CASP9_p15844663	126
CASP9_p15844678	702
CASZ1_m10725564	1061
CASZ1_m10725597	0
CASZ1_m10725610	368
CASZ1_m10753932	402
CASZ1_m10753938	322
CASZ1_p10725524	106
CASZ1_p10725538	249
CASZ1_p10725554	440
CASZ1_p10725566	734
CASZ1_p10725583	128
CAV2_m116139897	214
CAV2_m116139925	312
CAV2_m116146054	524
CAV2_m116146156	493
CAV2_p116139883	114
CAV2_p116139927	338
CAV2_p116139932	886
CAV2_p116146062	203
CAV2_p116146109	724
CAV2_p116146147	401
CBFA2T2_m32194793	289
CBFA2T2_m32194802	274
CBFA2T2_m32194824	429
CBFA2T2_m32194830	835
CBFA2T2_m32194851	178
CBFA2T2_m32194859	286
CBFA2T2_m32194868	717
CBFA2T2_m32194877	809
CBFA2T2_m32194883	553
CBFA2T2_m32194890	1379
CBFA2T3_m88958818	96
CBFA2T3_m88958823	167
CBFA2T3_m88958835	552
CBFA2T3_m88958856	460
CBFA2T3_p88958826	237
CBFA2T3_p88958840	308
CBFA2T3_p88958847	721
CBFA2T3_p88967906	516
CBFA2T3_p88967946	257
CBFA2T3_p88967997	401
CBFB_m67063316	882
CBFB_m67063328	66
CBFB_m67063333	681
CBFB_m67063378	472
CBFB_m67063660	238
CBFB_m67063673	163
CBFB_p67063366	555
CBFB_p67063619	46
CBFB_p67063627	216
CBFB_p67063633	280
CBLB_m105586264	362
CBLB_m105586274	449
CBLB_m105586292	423
CBLB_m105586323	387
CBLB_m105586333	160
CBLB_m105586380	334
CBLB_m105586404	706
CBLB_p105586280	582
CBLB_p105586294	156
CBLB_p105586371	355
CBLC_m45281240	470
CBLC_m45281247	260
CBLC_m45281271	549
CBLC_m45281313	539
CBLC_m45281336	415
CBLC_p45281175	151
CBLC_p45281181	300
CBLC_p45281220	228
CBLC_p45281225	68
CBLC_p45281340	358
CBL_m119077128	319
CBL_m119077134	289
CBL_m119077224	565
CBL_p119077112	702
CBL_p119077184	428
CBL_p119077195	350
CBL_p119077273	839
CBL_p119077284	295
CBL_p119077294	370
CBL_p119103143	410
CBR3_m37507491	421
CBR3_m37507551	413
CBR3_m37507629	335
CBR3_p37507495	619
CBR3_p37507502	709
CBR3_p37507559	257
CBR3_p37507581	588
CBR3_p37507588	300
CBR3_p37507593	696
CBR3_p37507654	467
CBS_m44488649	128
CBS_m44492132	1092
CBS_m44492137	221
CBS_m44492144	831
CBS_m44492229	381
CBS_p44488651	245
CBS_p44492149	256
CBS_p44492158	882
CBS_p44492184	129
CBS_p44492233	441
CBX2_m77752074	282
CBX2_m77752087	423
CBX2_m77752199	753
CBX2_p77752033	845
CBX2_p77752042	640
CBX2_p77752178	784
CBX2_p77752186	320
CBX2_p77752191	531
CBX2_p77753150	523
CBX2_p77753157	440
CBX4_m77811681	432
CBX4_m77811690	279
CBX4_m77812820	388
CBX4_m77812829	71
CBX4_m77812983	871
CBX4_m77812993	404
CBX4_m77813013	465
CBX4_p77812834	242
CBX4_p77813018	420
CBX4_p77813029	411
CBX5_m54651309	353
CBX5_m54651314	272
CBX5_m54651331	609
CBX5_m54651339	954
CBX5_m54651346	517
CBX5_m54651364	459
CBX5_m54651370	536
CBX5_m54651382	445
CBX5_m54651391	186
CBX5_p54651398	165
CBX6_m39267742	442
CBX6_m39267751	784
CBX6_m39267921	607
CBX6_m39267926	147
CBX6_m39267934	501
CBX6_m39268128	457
CBX6_m39268161	298
CBX6_m39268170	55
CBX6_m39268178	380
CBX6_p39268135	392
CBX7_m39545804	382
CBX7_m39545813	37
CBX7_m39545821	456
CBX7_m39548401	1394
CBX7_m39548412	356
CBX7_m39548424	221
CBX7_m39548432	346
CBX7_p39537422	387
CBX7_p39548379	181
CBX7_p39548392	344
CBX8_m77770094	1076
CBX8_m77770103	438
CBX8_m77770310	289
CBX8_m77770315	147
CBX8_m77770332	1218
CBX8_m77770780	324
CBX8_p77770061	95
CBX8_p77770302	671
CBX8_p77770727	121
CBX8_p77770737	371
CBY1_m39064065	81
CBY1_m39064101	684
CBY1_m39064126	799
CBY1_p39064050	580
CBY1_p39064084	675
CBY1_p39064091	169
CBY1_p39066883	381
CBY1_p39066890	249
CBY1_p39066902	132
CBY1_p39066909	304
CC2D1A_m14017300	293
CC2D1A_m14017306	229
CC2D1A_p14017243	611
CC2D1A_p14017248	158
CC2D1A_p14020661	322
CC2D1A_p14020666	139
CC2D1A_p14020688	388
CC2D1A_p14020700	390
CC2D1A_p14020706	213
CC2D1A_p14020711	340
CC2D1B_m52828377	370
CC2D1B_m52828390	819
CC2D1B_m52830244	358
CC2D1B_m52830251	381
CC2D1B_m52830258	78
CC2D1B_m52830266	614
CC2D1B_m52830271	416
CC2D1B_m52830283	271
CC2D1B_p52830208	385
CC2D1B_p52830214	411
CCAR1_m70482291	331
CCAR1_m70496655	171
CCAR1_m70496663	915
CCAR1_m70496676	675
CCAR1_p70482255	541
CCAR1_p70482274	517
CCAR1_p70482312	445
CCAR1_p70496643	696
CCAR1_p70496681	637
CCAR1_p70496691	1013
CCBL1_m131605021	158
CCBL1_m131605029	686
CCBL1_m131605035	956
CCBL1_m131605063	188
CCBL1_m131607651	464
CCBL1_m131607660	586
CCBL1_p131605009	171
CCBL1_p131605037	822
CCBL1_p131607641	257
CCBL1_p131607663	171
CCDC101_m28592397	201
CCDC101_m28592409	834
CCDC101_m28592415	1586
CCDC101_m28592443	436
CCDC101_m28596282	187
CCDC101_m28596976	351
CCDC101_m28596984	650
CCDC101_p28596225	134
CCDC101_p28596267	856
CCDC101_p28596962	41
CCDC102A_m57562884	357
CCDC102A_m57562958	449
CCDC102A_m57562994	507
CCDC102A_m57563018	190
CCDC102A_m57563080	865
CCDC102A_p57562886	425
CCDC102A_p57562963	263
CCDC102A_p57563007	193
CCDC102A_p57563020	796
CCDC102A_p57563030	309
CCDC102B_m66504050	510
CCDC102B_m66504108	639
CCDC102B_m66504118	402
CCDC102B_m66504134	810
CCDC102B_m66504193	192
CCDC102B_p66504011	565
CCDC102B_p66504057	564
CCDC102B_p66504065	1714
CCDC102B_p66504120	573
CCDC102B_p66504178	202
CCDC103_m42978367	158
CCDC103_m42978463	348
CCDC103_p42978352	552
CCDC103_p42978374	1259
CCDC103_p42978380	350
CCDC103_p42978395	342
CCDC103_p42978427	510
CCDC103_p42978448	70
CCDC103_p42978455	668
CCDC103_p42978467	902
CCDC104_m55747021	248
CCDC104_m55750882	99
CCDC104_p55746939	285
CCDC104_p55746947	994
CCDC104_p55746954	357
CCDC104_p55746966	874
CCDC104_p55746989	220
CCDC104_p55747030	166
CCDC104_p55749265	466
CCDC104_p55750871	541
CCDC105_m15121657	330
CCDC105_m15121693	564
CCDC105_m15121719	482
CCDC105_m15121731	790
CCDC105_p15121627	120
CCDC105_p15121664	908
CCDC105_p15121699	429
CCDC105_p15121704	337
CCDC105_p15121733	539
CCDC105_p15121738	450
CCDC106_m56160569	464
CCDC106_m56160588	1228
CCDC106_m56160600	216
CCDC106_m56160621	52
CCDC106_p56160401	594
CCDC106_p56160410	557
CCDC106_p56160416	239
CCDC106_p56160592	610
CCDC106_p56160653	180
CCDC106_p56160759	130
CCDC107_m35658444	285
CCDC107_m35658458	274
CCDC107_m35658468	115
CCDC107_m35658589	25
CCDC107_p35658361	340
CCDC107_p35658378	234
CCDC107_p35658384	475
CCDC107_p35658415	304
CCDC107_p35658449	83
CCDC107_p35658460	113
CCDC108_m219903190	262
CCDC108_m219903210	401
CCDC108_m219903219	599
CCDC108_m219903225	494
CCDC108_m219903245	1181
CCDC108_p219903147	664
CCDC108_p219903155	579
CCDC108_p219903177	398
CCDC108_p219903182	207
CCDC108_p219903198	502
CCDC109B_m110481517	752
CCDC109B_m110481543	310
CCDC109B_m110580207	203
CCDC109B_m110580216	398
CCDC109B_m110580235	396
CCDC109B_p110481483	1078
CCDC109B_p110481506	441
CCDC109B_p110580220	479
CCDC109B_p110581352	277
CCDC109B_p110581363	693
CCDC110_m186383798	35
CCDC110_m186383834	820
CCDC110_m186383846	790
CCDC110_m186392130	374
CCDC110_m186392829	377
CCDC110_p186383837	1043
CCDC110_p186384142	298
CCDC110_p186392140	413
CCDC110_p186392147	919
CCDC110_p186392170	499
CCDC111_m185578363	462
CCDC111_m185578370	141
CCDC111_m185578384	279
CCDC111_m185578394	439
CCDC111_m185578399	1003
CCDC111_m185578408	558
CCDC111_m185578415	371
CCDC111_p185578334	393
CCDC111_p185580492	732
CCDC111_p185580505	572
CCDC112_m114611052	336
CCDC112_m114611082	1300
CCDC112_m114611090	1125
CCDC112_m114611098	752
CCDC112_m114611742	537
CCDC112_m114615379	513
CCDC112_p114611062	313
CCDC112_p114611132	130
CCDC112_p114611150	115
CCDC112_p114612651	587
CCDC113_m58283937	408
CCDC113_p58283942	308
CCDC113_p58283947	280
CCDC113_p58283953	492
CCDC113_p58283978	456
CCDC113_p58283983	270
CCDC113_p58283989	861
CCDC113_p58283997	128
CCDC113_p58286669	452
CCDC113_p58286677	109
CCDC114_m48821765	298
CCDC114_m48821804	367
CCDC114_m48821810	114
CCDC114_m48821816	573
CCDC114_m48821823	765
CCDC114_m48822000	176
CCDC114_m48822022	1275
CCDC114_p48821771	132
CCDC114_p48821967	342
CCDC114_p48821986	197
CCDC115_m131099471	873
CCDC115_m131099498	261
CCDC115_m131099589	880
CCDC115_m131099595	65
CCDC115_m131099644	259
CCDC115_m131099661	680
CCDC115_m131099670	522
CCDC115_m131099676	285
CCDC115_p131099478	211
CCDC115_p131099577	47
CCDC116_m21987484	707
CCDC116_m21987490	330
CCDC116_m21987502	706
CCDC116_m21987507	658
CCDC116_m21987519	761
CCDC116_m21987528	487
CCDC116_p21987456	255
CCDC116_p21987472	306
CCDC116_p21987493	489
CCDC116_p21988312	428
CCDC117_m29168854	592
CCDC117_m29168859	460
CCDC117_m29168972	781
CCDC117_m29168978	1249
CCDC117_p29168828	193
CCDC117_p29168843	238
CCDC117_p29168861	304
CCDC117_p29168866	286
CCDC117_p29168890	19
CCDC117_p29168981	247
CCDC11_m47788572	369
CCDC11_m47792740	685
CCDC11_p47788507	1414
CCDC11_p47788516	573
CCDC11_p47788546	549
CCDC11_p47788554	235
CCDC11_p47788562	645
CCDC11_p47792699	1008
CCDC11_p47792729	16
CCDC11_p47792743	528
CCDC120_m48920025	1074
CCDC120_m48920074	617
CCDC120_m48920092	698
CCDC120_p48919798	857
CCDC120_p48919988	669
CCDC120_p48919993	205
CCDC120_p48920056	226
CCDC120_p48920080	72
CCDC120_p48920104	402
CCDC120_p48920110	254
CCDC122_m44434085	851
CCDC122_m44443468	591
CCDC122_m44443483	923
CCDC122_m44443494	649
CCDC122_p44433803	655
CCDC122_p44433814	132
CCDC122_p44434064	601
CCDC122_p44434095	394
CCDC122_p44442912	840
CCDC122_p44443453	389
CCDC124_m18047235	255
CCDC124_m18047246	216
CCDC124_m18047296	533
CCDC124_m18047305	534
CCDC124_p18047225	537
CCDC124_p18047249	351
CCDC124_p18047254	521
CCDC124_p18047270	740
CCDC124_p18047276	795
CCDC124_p18047309	398
CCDC125_m68616260	546
CCDC125_m68616268	485
CCDC125_m68616278	702
CCDC125_m68616283	961
CCDC125_m68616293	1527
CCDC125_m68616309	812
CCDC125_m68616321	459
CCDC125_m68616357	587
CCDC125_p68616239	359
CCDC125_p68616252	330
CCDC126_m23650968	161
CCDC126_m23651045	563
CCDC126_p23650976	160
CCDC126_p23650986	240
CCDC126_p23651098	222
CCDC126_p23651129	638
CCDC126_p23651140	87
CCDC126_p23651150	403
CCDC126_p23682559	320
CCDC126_p23682589	1309
CCDC127_m205824	31
CCDC127_m205857	250
CCDC127_m205868	80
CCDC127_m205926	644
CCDC127_m206014	652
CCDC127_m206058	400
CCDC127_m206065	857
CCDC127_p205766	413
CCDC127_p205957	566
CCDC127_p205999	326
